InvoiceNumber,SalesChannel,WarehouseLocationCode,ProcurementDate,SalesOrderDate,DispatchDate,DeliveryDate,Currency,SalesRepID,CustomerID,BranchCode,ProductCode,QuantityOrdered,DiscountRate,UnitSalePrice,UnitProductionCost
SO - 000235,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-06-15 00:00:00,2018-06-27 00:00:00,2018-06-30 00:00:00,IRR,1,2047,MHD004,1095,4,0.15,5219.3,3444.738
SO - 000236,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-06-15 00:00:00,2018-07-13 00:00:00,2018-07-20 00:00:00,IRR,21,2759,SHZ003,1061,1,0.15,3999.9,2359.941
SO - 000237,Online,TBZ1004,2018-04-10 00:00:00,2018-06-16 00:00:00,2018-06-27 00:00:00,2018-07-01 00:00:00,IRR,20,2115,TBZ005,1002,5,0.4,1721.9,1084.797
SO - 000238,Direct Sales,ISF1002,2017-12-31 00:00:00,2018-06-16 00:00:00,2018-07-05 00:00:00,2018-07-12 00:00:00,IRR,10,2260,TBZ005,1034,6,0.15,737,456.94
SO - 000239,Distributor,ISF1002,2018-04-10 00:00:00,2018-06-16 00:00:00,2018-07-07 00:00:00,2018-07-15 00:00:00,IRR,19,2335,MHD004,1090,3,0.05,1219.4,695.058
SO - 000240,Direct Sales,ISF1002,2017-12-31 00:00:00,2018-06-16 00:00:00,2018-07-12 00:00:00,2018-07-17 00:00:00,IRR,2,2325,TEH001,1063,8,0.05,891.1,712.88
SO - 000241,Online,MHD1003,2018-04-10 00:00:00,2018-06-16 00:00:00,2018-07-14 00:00:00,2018-07-18 00:00:00,IRR,7,2942,TEH001,1020,1,0.15,978.2,743.432
SO - 000242,Agency,TEH1001,2018-04-10 00:00:00,2018-06-16 00:00:00,2018-07-01 00:00:00,2018-07-10 00:00:00,IRR,11,2524,ISF002,1026,1,0.15,3946.3,1657.446
SO - 000243,Agency,TEH1001,2018-04-10 00:00:00,2018-06-16 00:00:00,2018-07-05 00:00:00,2018-07-06 00:00:00,IRR,3,2033,ISF002,1010,2,0.4,1299.8,922.858
SO - 000244,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-06-17 00:00:00,2018-07-14 00:00:00,2018-07-24 00:00:00,IRR,19,2377,TEH001,1073,4,0.05,5815.6,2791.488
SO - 000245,Online,TEH1001,2018-04-10 00:00:00,2018-06-17 00:00:00,2018-07-08 00:00:00,2018-07-10 00:00:00,IRR,3,2417,MHD004,1094,6,0.15,1092.1,655.26
SO - 000246,Distributor,ISF1002,2018-04-10 00:00:00,2018-06-17 00:00:00,2018-07-10 00:00:00,2018-07-17 00:00:00,IRR,24,2006,ISF002,1022,6,0.15,1072,643.2
SO - 000247,Distributor,ISF1002,2018-04-10 00:00:00,2018-06-17 00:00:00,2018-07-08 00:00:00,2018-07-09 00:00:00,IRR,17,2678,SHZ003,1035,5,0.05,4020,2653.2
SO - 000248,Distributor,TEH1001,2018-04-10 00:00:00,2018-06-17 00:00:00,2018-07-10 00:00:00,2018-07-15 00:00:00,IRR,20,2050,TEH001,1071,4,0.15,984.9,669.732
SO - 000249,Online,MHD1003,2018-04-10 00:00:00,2018-06-17 00:00:00,2018-07-02 00:00:00,2018-07-04 00:00:00,IRR,21,2651,TBZ005,1067,7,0.05,227.8,100.232
SO - 000250,Agency,TBZ1004,2017-12-31 00:00:00,2018-06-17 00:00:00,2018-06-23 00:00:00,2018-06-26 00:00:00,IRR,3,2871,ISF002,1040,3,0.15,3993.2,3314.356
SO - 000251,Distributor,TEH1001,2017-12-31 00:00:00,2018-06-17 00:00:00,2018-06-29 00:00:00,2018-07-08 00:00:00,IRR,12,2036,SHZ003,1031,4,0.075,221.1,185.724
SO - 000252,Direct Sales,ISF1002,2018-04-10 00:00:00,2018-06-18 00:00:00,2018-07-04 00:00:00,2018-07-14 00:00:00,IRR,12,2280,MHD004,1027,6,0.075,3356.7,2819.628
SO - 000253,Direct Sales,ISF1002,2017-12-31 00:00:00,2018-06-18 00:00:00,2018-07-09 00:00:00,2018-07-15 00:00:00,IRR,1,2633,MHD004,1047,1,0.05,1701.8,1157.224
SO - 000254,Online,TBZ1004,2018-04-10 00:00:00,2018-06-18 00:00:00,2018-07-08 00:00:00,2018-07-09 00:00:00,IRR,3,2598,ISF002,1023,3,0.15,2566.1,2181.185
SO - 000255,Direct Sales,ISF1002,2017-12-31 00:00:00,2018-06-18 00:00:00,2018-06-22 00:00:00,2018-06-26 00:00:00,IRR,6,2586,SHZ003,1009,4,0.05,221.1,126.027
SO - 000256,Agency,MHD1003,2018-04-10 00:00:00,2018-06-18 00:00:00,2018-06-30 00:00:00,2018-07-05 00:00:00,IRR,5,2582,ISF002,1064,1,0.1,1782.2,980.21
SO - 000257,Online,TBZ1004,2017-12-31 00:00:00,2018-06-18 00:00:00,2018-07-15 00:00:00,2018-07-16 00:00:00,IRR,24,2717,MHD004,1005,8,0.05,2003.3,801.32
SO - 000258,Direct Sales,TBZ1004,2017-12-31 00:00:00,2018-06-18 00:00:00,2018-07-09 00:00:00,2018-07-16 00:00:00,IRR,20,2117,TBZ005,1024,5,0.075,2385.2,1502.676
SO - 000259,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-06-18 00:00:00,2018-07-11 00:00:00,2018-07-17 00:00:00,IRR,13,2576,ISF002,1060,1,0.1,2231.1,1784.88
SO - 000260,Distributor,ISF1002,2018-04-10 00:00:00,2018-06-18 00:00:00,2018-07-02 00:00:00,2018-07-07 00:00:00,IRR,10,2855,SHZ003,1058,1,0.05,1005,412.05
SO - 000261,Online,ISF1002,2018-04-10 00:00:00,2018-06-18 00:00:00,2018-07-12 00:00:00,2018-07-19 00:00:00,IRR,23,2776,SHZ003,1044,7,0.05,2693.4,1939.248
SO - 000262,Agency,ISF1002,2018-04-10 00:00:00,2018-06-18 00:00:00,2018-07-10 00:00:00,2018-07-11 00:00:00,IRR,17,2589,TBZ005,1011,4,0.075,1105.5,652.245
SO - 000263,Distributor,TBZ1004,2018-04-10 00:00:00,2018-06-19 00:00:00,2018-07-10 00:00:00,2018-07-17 00:00:00,IRR,17,2309,SHZ003,1071,1,0.075,1909.5,1088.415
SO - 000264,Agency,ISF1002,2018-04-10 00:00:00,2018-06-19 00:00:00,2018-06-21 00:00:00,2018-06-26 00:00:00,IRR,21,2891,TBZ005,1052,7,0.2,1118.9,850.364
SO - 000265,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-06-19 00:00:00,2018-06-28 00:00:00,2018-07-03 00:00:00,IRR,11,2930,ISF002,1044,7,0.2,1038.5,758.105
SO - 000266,Online,TEH1001,2017-12-31 00:00:00,2018-06-19 00:00:00,2018-06-28 00:00:00,2018-07-04 00:00:00,IRR,1,2480,SHZ003,1083,6,0.05,6324.8,4300.864
SO - 000267,Direct Sales,ISF1002,2017-12-31 00:00:00,2018-06-19 00:00:00,2018-06-27 00:00:00,2018-07-01 00:00:00,IRR,3,2645,MHD004,1046,7,0.2,1005,502.5
SO - 000268,Online,TEH1001,2018-04-10 00:00:00,2018-06-19 00:00:00,2018-07-14 00:00:00,2018-07-17 00:00:00,IRR,3,2927,MHD004,1090,5,0.075,1293.1,659.481
SO - 000269,Online,ISF1002,2018-04-10 00:00:00,2018-06-19 00:00:00,2018-07-16 00:00:00,2018-07-26 00:00:00,IRR,1,2286,MHD004,1062,6,0.4,844.2,540.288
SO - 000270,Agency,ISF1002,2018-04-10 00:00:00,2018-06-19 00:00:00,2018-07-07 00:00:00,2018-07-14 00:00:00,IRR,6,2890,TEH001,1039,4,0.05,247.9,195.841
SO - 000271,Agency,ISF1002,2017-12-31 00:00:00,2018-06-19 00:00:00,2018-06-26 00:00:00,2018-06-28 00:00:00,IRR,21,2308,MHD004,1026,7,0.3,174.2,139.36
SO - 000272,Online,TEH1001,2018-04-10 00:00:00,2018-06-20 00:00:00,2018-07-11 00:00:00,2018-07-17 00:00:00,IRR,2,2765,ISF002,1097,6,0.1,1025.1,707.319
SO - 000273,Agency,MHD1003,2017-12-31 00:00:00,2018-06-20 00:00:00,2018-07-01 00:00:00,2018-07-06 00:00:00,IRR,21,2266,ISF002,1063,3,0.15,3068.6,2301.45
SO - 000274,Distributor,MHD1003,2017-12-31 00:00:00,2018-06-20 00:00:00,2018-07-09 00:00:00,2018-07-11 00:00:00,IRR,16,2778,ISF002,1008,2,0.075,241.2,115.776
SO - 000275,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-06-20 00:00:00,2018-07-12 00:00:00,2018-07-17 00:00:00,IRR,11,2126,TBZ005,1031,1,0.2,174.2,139.36
SO - 000276,Distributor,TBZ1004,2017-12-31 00:00:00,2018-06-20 00:00:00,2018-07-03 00:00:00,2018-07-13 00:00:00,IRR,3,2560,SHZ003,1091,2,0.2,2505.8,1804.176
SO - 000277,Agency,TBZ1004,2017-12-31 00:00:00,2018-06-20 00:00:00,2018-07-17 00:00:00,2018-07-20 00:00:00,IRR,25,2208,ISF002,1057,7,0.15,2599.6,1637.748
SO - 000278,Direct Sales,TBZ1004,2017-12-31 00:00:00,2018-06-20 00:00:00,2018-06-24 00:00:00,2018-06-28 00:00:00,IRR,18,2394,TEH001,1007,6,0.15,2278,1503.48
SO - 000279,Distributor,TBZ1004,2018-04-10 00:00:00,2018-06-21 00:00:00,2018-07-13 00:00:00,2018-07-21 00:00:00,IRR,24,2234,SHZ003,1063,2,0.075,1092.1,589.734
SO - 000280,Distributor,TEH1001,2018-04-10 00:00:00,2018-06-21 00:00:00,2018-07-04 00:00:00,2018-07-07 00:00:00,IRR,25,2395,TBZ005,1022,5,0.2,1139,933.98
SO - 000281,Online,MHD1003,2017-12-31 00:00:00,2018-06-21 00:00:00,2018-07-02 00:00:00,2018-07-10 00:00:00,IRR,4,2409,TEH001,1039,2,0.15,1675,1072
SO - 000282,Online,ISF1002,2018-04-10 00:00:00,2018-06-21 00:00:00,2018-06-29 00:00:00,2018-07-02 00:00:00,IRR,26,2095,SHZ003,1058,2,0.05,1011.7,687.956
SO - 000283,Online,MHD1003,2018-04-10 00:00:00,2018-06-21 00:00:00,2018-07-16 00:00:00,2018-07-21 00:00:00,IRR,27,2038,TBZ005,1090,7,0.1,938,412.72
SO - 000284,Agency,TBZ1004,2018-04-10 00:00:00,2018-06-21 00:00:00,2018-07-16 00:00:00,2018-07-26 00:00:00,IRR,28,2271,ISF002,1016,8,0.05,2566.1,1052.101
SO - 000285,Agency,TEH1001,2018-04-10 00:00:00,2018-06-22 00:00:00,2018-07-16 00:00:00,2018-07-24 00:00:00,IRR,24,2773,MHD004,1049,5,0.1,871,374.53
SO - 000286,Direct Sales,MHD1003,2018-04-10 00:00:00,2018-06-22 00:00:00,2018-07-17 00:00:00,2018-07-21 00:00:00,IRR,2,2015,TBZ005,1067,1,0.1,2485.7,1789.704
SO - 000287,Online,MHD1003,2018-04-10 00:00:00,2018-06-22 00:00:00,2018-07-13 00:00:00,2018-07-17 00:00:00,IRR,1,2465,TEH001,1049,4,0.4,2345,1922.9
SO - 000288,Agency,ISF1002,2018-04-10 00:00:00,2018-06-22 00:00:00,2018-07-12 00:00:00,2018-07-21 00:00:00,IRR,15,2418,SHZ003,1059,2,0.05,1118.9,749.663
SO - 000289,Agency,MHD1003,2018-04-10 00:00:00,2018-06-22 00:00:00,2018-06-25 00:00:00,2018-07-02 00:00:00,IRR,11,2635,SHZ003,1047,4,0.1,1996.6,1397.62
SO - 000290,Direct Sales,ISF1002,2018-04-10 00:00:00,2018-06-22 00:00:00,2018-07-10 00:00:00,2018-07-20 00:00:00,IRR,11,2381,ISF002,1010,1,0.075,710.2,390.61
SO - 000291,Online,TBZ1004,2018-04-10 00:00:00,2018-06-22 00:00:00,2018-07-15 00:00:00,2018-07-22 00:00:00,IRR,13,2598,TEH001,1063,4,0.05,3979.8,1790.91
SO - 000292,Agency,TBZ1004,2017-12-31 00:00:00,2018-06-22 00:00:00,2018-07-11 00:00:00,2018-07-13 00:00:00,IRR,8,2166,TBZ005,1020,3,0.075,1025.1,440.793
SO - 000293,Agency,ISF1002,2017-12-31 00:00:00,2018-06-22 00:00:00,2018-07-04 00:00:00,2018-07-09 00:00:00,IRR,3,2617,TBZ005,1082,7,0.2,2519.2,1309.984
SO - 000294,Distributor,TBZ1004,2017-12-31 00:00:00,2018-06-22 00:00:00,2018-07-18 00:00:00,2018-07-25 00:00:00,IRR,15,2608,ISF002,1010,7,0.05,5031.7,3471.873
SO - 000295,Online,TEH1001,2018-04-10 00:00:00,2018-06-23 00:00:00,2018-07-01 00:00:00,2018-07-04 00:00:00,IRR,19,2238,MHD004,1039,1,0.1,1829.1,768.222
SO - 000296,Online,TEH1001,2018-04-10 00:00:00,2018-06-23 00:00:00,2018-07-16 00:00:00,2018-07-22 00:00:00,IRR,5,2030,SHZ003,1089,5,0.075,1072,900.48
SO - 000297,Agency,TEH1001,2018-04-10 00:00:00,2018-06-23 00:00:00,2018-07-08 00:00:00,2018-07-14 00:00:00,IRR,5,2868,SHZ003,1017,1,0.2,2539.3,1828.296
SO - 000298,Distributor,ISF1002,2018-04-10 00:00:00,2018-06-23 00:00:00,2018-07-11 00:00:00,2018-07-18 00:00:00,IRR,11,2147,SHZ003,1042,1,0.075,3899.4,2027.688
SO - 000299,Direct Sales,MHD1003,2018-04-10 00:00:00,2018-06-24 00:00:00,2018-06-27 00:00:00,2018-06-30 00:00:00,IRR,5,2201,ISF002,1060,3,0.2,5045.1,3380.217
SO - 000300,Online,MHD1003,2018-04-10 00:00:00,2018-06-24 00:00:00,2018-07-14 00:00:00,2018-07-15 00:00:00,IRR,19,2469,SHZ003,1026,8,0.05,1005,522.6
SO - 000301,Online,ISF1002,2018-04-10 00:00:00,2018-06-24 00:00:00,2018-07-10 00:00:00,2018-07-17 00:00:00,IRR,27,2357,TBZ005,1019,7,0.1,2438.8,1219.4
SO - 000302,Agency,TBZ1004,2018-04-10 00:00:00,2018-06-25 00:00:00,2018-07-10 00:00:00,2018-07-13 00:00:00,IRR,11,2878,ISF002,1028,4,0.3,3336.6,2035.326
SO - 000303,Distributor,TEH1001,2018-04-10 00:00:00,2018-06-25 00:00:00,2018-07-14 00:00:00,2018-07-15 00:00:00,IRR,1,2133,TBZ005,1009,4,0.15,1098.8,857.064
SO - 000304,Agency,MHD1003,2018-04-10 00:00:00,2018-06-25 00:00:00,2018-07-18 00:00:00,2018-07-21 00:00:00,IRR,19,2520,ISF002,1085,2,0.075,1902.8,970.428
SO - 000305,Online,ISF1002,2017-12-31 00:00:00,2018-06-25 00:00:00,2018-07-05 00:00:00,2018-07-13 00:00:00,IRR,17,2582,MHD004,1007,4,0.075,3477.3,2190.699
SO - 000306,Online,TEH1001,2018-04-10 00:00:00,2018-06-26 00:00:00,2018-07-13 00:00:00,2018-07-17 00:00:00,IRR,26,2104,ISF002,1051,1,0.1,2599.6,1481.772
SO - 000307,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-06-26 00:00:00,2018-07-20 00:00:00,2018-07-22 00:00:00,IRR,12,2505,SHZ003,1077,1,0.075,1078.7,506.989
SO - 000308,Distributor,TBZ1004,2017-12-31 00:00:00,2018-06-26 00:00:00,2018-07-15 00:00:00,2018-07-19 00:00:00,IRR,17,2716,TBZ005,1057,5,0.2,1045.2,533.052
SO - 000309,Direct Sales,TBZ1004,2017-12-31 00:00:00,2018-06-26 00:00:00,2018-07-19 00:00:00,2018-07-22 00:00:00,IRR,15,2838,TEH001,1008,2,0.05,1125.6,787.92
SO - 000310,Online,MHD1003,2018-04-10 00:00:00,2018-06-26 00:00:00,2018-07-16 00:00:00,2018-07-18 00:00:00,IRR,1,2702,MHD004,1038,8,0.05,1105.5,762.795
SO - 000311,Distributor,ISF1002,2017-12-31 00:00:00,2018-06-26 00:00:00,2018-07-24 00:00:00,2018-08-03 00:00:00,IRR,18,2127,ISF002,1050,1,0.1,2606.3,1668.032
SO - 000312,Online,MHD1003,2018-04-10 00:00:00,2018-06-26 00:00:00,2018-07-01 00:00:00,2018-07-11 00:00:00,IRR,22,2333,SHZ003,1044,8,0.075,227.8,95.676
SO - 000313,Distributor,TBZ1004,2018-04-10 00:00:00,2018-06-26 00:00:00,2018-07-20 00:00:00,2018-07-24 00:00:00,IRR,22,2334,ISF002,1084,7,0.05,167.5,123.95
SO - 000314,Agency,ISF1002,2017-12-31 00:00:00,2018-06-26 00:00:00,2018-07-08 00:00:00,2018-07-11 00:00:00,IRR,7,2675,ISF002,1040,3,0.1,1145.7,538.479
SO - 000315,Online,ISF1002,2018-04-10 00:00:00,2018-06-26 00:00:00,2018-07-12 00:00:00,2018-07-13 00:00:00,IRR,4,2666,MHD004,1056,7,0.075,2599.6,2157.668
SO - 000316,Direct Sales,ISF1002,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-09 00:00:00,2018-07-17 00:00:00,IRR,24,2265,ISF002,1008,1,0.05,3939.6,1969.8
SO - 000317,Agency,MHD1003,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-18 00:00:00,2018-07-21 00:00:00,IRR,2,2420,ISF002,1019,8,0.075,2881,1584.55
SO - 000318,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-04 00:00:00,2018-07-06 00:00:00,IRR,3,2266,ISF002,1072,2,0.05,3852.5,2003.3
SO - 000319,Agency,MHD1003,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-04 00:00:00,2018-07-10 00:00:00,IRR,27,2318,TEH001,1092,2,0.05,1139,546.72
SO - 000320,Distributor,MHD1003,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-06 00:00:00,2018-07-09 00:00:00,IRR,23,2205,TEH001,1098,4,0.05,2519.2,2040.552
SO - 000321,Online,TBZ1004,2017-12-31 00:00:00,2018-06-27 00:00:00,2018-07-18 00:00:00,2018-07-23 00:00:00,IRR,9,2545,ISF002,1013,1,0.15,1192.6,703.634
SO - 000322,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-06-29 00:00:00,2018-07-09 00:00:00,IRR,5,2958,SHZ003,1097,5,0.075,2412,1013.04
SO - 000323,Online,TEH1001,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-18 00:00:00,2018-07-22 00:00:00,IRR,9,2846,ISF002,1022,7,0.05,2479,2057.57
SO - 000324,Distributor,MHD1003,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-13 00:00:00,2018-07-14 00:00:00,IRR,26,2214,SHZ003,1011,7,0.1,1956.4,1330.352
SO - 000325,Distributor,TEH1001,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-05 00:00:00,2018-07-14 00:00:00,IRR,15,2350,SHZ003,1035,5,0.3,1078.7,722.729
SO - 000326,Agency,TEH1001,2017-12-31 00:00:00,2018-06-27 00:00:00,2018-07-12 00:00:00,2018-07-22 00:00:00,IRR,6,2084,ISF002,1048,1,0.075,1212.7,945.906
SO - 000327,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-06 00:00:00,2018-07-13 00:00:00,IRR,18,2146,MHD004,1098,5,0.075,978.2,821.688
SO - 000328,Distributor,TEH1001,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-14 00:00:00,2018-07-18 00:00:00,IRR,4,2581,ISF002,1026,3,0.05,174.2,120.198
SO - 000329,Distributor,TEH1001,2018-04-10 00:00:00,2018-06-27 00:00:00,2018-07-08 00:00:00,2018-07-12 00:00:00,IRR,19,2048,ISF002,1047,3,0.15,1125.6,630.336
SO - 000330,Direct Sales,MHD1003,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-10 00:00:00,2018-07-11 00:00:00,IRR,20,2647,MHD004,1069,6,0.15,1065.3,468.732
SO - 000331,Online,TBZ1004,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-16 00:00:00,2018-07-22 00:00:00,IRR,15,2536,TBZ005,1011,5,0.075,3892.7,2724.89
SO - 000332,Distributor,ISF1002,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-18 00:00:00,2018-07-26 00:00:00,IRR,17,2797,TEH001,1052,2,0.3,207.7,120.466
SO - 000333,Direct Sales,MHD1003,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-13 00:00:00,2018-07-18 00:00:00,IRR,3,2616,ISF002,1084,7,0.3,1185.9,948.72
SO - 000334,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-10 00:00:00,2018-07-17 00:00:00,IRR,10,2243,MHD004,1018,2,0.15,2586.2,1629.306
SO - 000335,Distributor,TBZ1004,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-08 00:00:00,2018-07-13 00:00:00,IRR,8,2907,ISF002,1082,4,0.3,2579.5,1960.42
SO - 000336,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-21 00:00:00,2018-07-27 00:00:00,IRR,16,2305,TEH001,1012,8,0.075,6378.4,2806.496
SO - 000337,Online,TEH1001,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-03 00:00:00,2018-07-11 00:00:00,IRR,24,2853,SHZ003,1072,7,0.2,3008.3,2226.142
SO - 000338,Online,MHD1003,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-25 00:00:00,2018-08-01 00:00:00,IRR,11,2262,TBZ005,1064,3,0.075,1755.4,930.362
SO - 000339,Online,ISF1002,2017-12-31 00:00:00,2018-06-28 00:00:00,2018-07-09 00:00:00,2018-07-10 00:00:00,IRR,13,2759,MHD004,1029,8,0.075,1139,740.35
SO - 000340,Agency,TBZ1004,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-13 00:00:00,2018-07-17 00:00:00,IRR,11,2993,MHD004,1054,5,0.075,6157.3,4556.402
SO - 000341,Agency,TBZ1004,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-25 00:00:00,2018-08-03 00:00:00,IRR,18,2969,MHD004,1086,7,0.1,2231.1,1093.239
SO - 000342,Online,TBZ1004,2018-04-10 00:00:00,2018-06-28 00:00:00,2018-07-15 00:00:00,2018-07-18 00:00:00,IRR,11,2591,TEH001,1083,7,0.1,2479,1859.25
SO - 000343,Online,MHD1003,2018-04-10 00:00:00,2018-06-29 00:00:00,2018-07-06 00:00:00,2018-07-15 00:00:00,IRR,21,2957,ISF002,1069,4,0.05,6391.8,4793.85
SO - 000344,Direct Sales,TBZ1004,2018-04-10 00:00:00,2018-06-29 00:00:00,2018-07-19 00:00:00,2018-07-20 00:00:00,IRR,27,2381,ISF002,1079,2,0.05,1139,660.62
SO - 000345,Online,MHD1003,2018-04-10 00:00:00,2018-06-29 00:00:00,2018-07-01 00:00:00,2018-07-08 00:00:00,IRR,20,2173,TEH001,1002,3,0.1,2586.2,1681.03
SO - 000346,Agency,TBZ1004,2018-04-10 00:00:00,2018-06-29 00:00:00,2018-07-04 00:00:00,2018-07-08 00:00:00,IRR,1,2309,MHD004,1095,4,0.05,3899.4,1871.712
SO - 000347,Agency,TEH1001,2018-04-10 00:00:00,2018-06-29 00:00:00,2018-07-24 00:00:00,2018-07-29 00:00:00,IRR,8,2858,SHZ003,1093,8,0.05,951.4,599.382
SO - 000348,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-20 00:00:00,2018-07-24 00:00:00,IRR,4,2576,TBZ005,1079,1,0.05,5607.9,3476.898
SO - 000349,Online,MHD1003,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-04 00:00:00,2018-07-11 00:00:00,IRR,6,2995,MHD004,1099,2,0.075,1165.8,827.718
SO - 000350,Online,MHD1003,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-27 00:00:00,2018-08-06 00:00:00,IRR,16,2459,ISF002,1017,2,0.05,1949.7,1520.766
SO - 000351,Distributor,TBZ1004,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-11 00:00:00,2018-07-16 00:00:00,IRR,21,2137,TEH001,1085,8,0.1,3685,2690.05
SO - 000352,Online,TEH1001,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-17 00:00:00,2018-07-26 00:00:00,IRR,20,2636,ISF002,1069,2,0.4,2633.1,1816.839
SO - 000353,Online,TBZ1004,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-11 00:00:00,2018-07-13 00:00:00,IRR,19,2484,TEH001,1053,1,0.075,1072,460.96
SO - 000354,Agency,ISF1002,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-04 00:00:00,2018-07-05 00:00:00,IRR,1,2086,TBZ005,1030,1,0.075,3537.6,1910.304
SO - 000355,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-21 00:00:00,2018-07-24 00:00:00,IRR,9,2816,TEH001,1067,8,0.2,1092.1,622.497
SO - 000356,Agency,TEH1001,2017-12-31 00:00:00,2018-06-30 00:00:00,2018-07-20 00:00:00,2018-07-22 00:00:00,IRR,12,2693,ISF002,1047,4,0.05,1748.7,1136.655
SO - 000357,Online,TBZ1004,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-24 00:00:00,2018-07-29 00:00:00,IRR,18,2879,TEH001,1009,8,0.075,891.1,739.613
SO - 000358,Distributor,TEH1001,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-21 00:00:00,2018-07-28 00:00:00,IRR,2,2055,ISF002,1091,5,0.05,3082,1510.18
SO - 000359,Agency,MHD1003,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-17 00:00:00,2018-07-21 00:00:00,IRR,9,2888,MHD004,1025,5,0.075,1125.6,776.664
SO - 000360,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-06-30 00:00:00,2018-07-13 00:00:00,2018-07-18 00:00:00,IRR,7,2865,SHZ003,1024,6,0.075,1252.9,651.508
SO - 000361,Agency,TEH1001,2018-04-10 00:00:00,2018-07-01 00:00:00,2018-07-04 00:00:00,2018-07-09 00:00:00,IRR,28,2086,TBZ005,1004,1,0.075,837.5,527.625
SO - 000362,Online,MHD1003,2018-04-10 00:00:00,2018-07-01 00:00:00,2018-07-29 00:00:00,2018-08-08 00:00:00,IRR,25,2557,TEH001,1041,1,0.075,1031.8,773.85
SO - 000363,Distributor,TBZ1004,2018-04-10 00:00:00,2018-07-01 00:00:00,2018-07-06 00:00:00,2018-07-09 00:00:00,IRR,14,2513,SHZ003,1064,4,0.15,2385.2,1454.972
SO - 000364,Direct Sales,MHD1003,2018-04-10 00:00:00,2018-07-01 00:00:00,2018-07-16 00:00:00,2018-07-18 00:00:00,IRR,1,2074,TEH001,1078,2,0.05,1802.3,1153.472
SO - 000365,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-07-01 00:00:00,2018-07-19 00:00:00,2018-07-22 00:00:00,IRR,26,2820,TEH001,1011,5,0.05,1018.4,753.616
SO - 000366,Direct Sales,TEH1001,2018-04-10 00:00:00,2018-07-01 00:00:00,2018-07-07 00:00:00,2018-07-12 00:00:00,IRR,13,2045,TBZ005,1073,7,0.4,3946.3,1815.298
SO - 000367,Distributor,MHD1003,2018-04-10 00:00:00,2018-07-01 00:00:00,2018-07-20 00:00:00,2018-07-21 00:00:00,IRR,9,2954,TBZ005,1085,7,0.2,3953,2095.09
SO - 000368,Direct Sales,TEH1001,2017-12-31 00:00:00,2018-07-02 00:00:00,2018-07-16 00:00:00,2018-07-22 00:00:00,IRR,11,2213,MHD004,1005,6,0.075,5098.7,3416.129
SO - 000369,Agency,ISF1002,2018-04-10 00:00:00,2018-07-02 00:00:00,2018-07-10 00:00:00,2018-07-15 00:00:00,IRR,15,2587,SHZ003,1073,8,0.075,3758.7,1954.524
